event_id,device_id,timestamp,latitude,longitude,city
EV01407,D051,2026-01-19 23:57:44,-6.14926,106.80111,Jakarta
EV01336,D030,2026-01-20 01:03:00,3.53927,98.64488,Medan
EV03860,D095,2026-01-20 01:05:33,-7.29732,112.72087,Surabaya
EV02719,D048,2026-01-20 01:10:57,-5.10277,119.48862,Makassar
EV02179,D006,2026-01-20 03:36:45,-7.28008,112.7698,Surabaya
EV02843,D088,2026-01-20 03:55:25,-5.16239,119.46181,Makassar
EV03351,D009,2026-01-20 04:43:30,3.68027,98.62044,Medan
EV02305,D055,2026-01-20 04:52:03,-5.17699,119.43929,Makassar
EV01713,D008,2026-01-20 05:16:04,-6.22793,106.87084,Jakarta
EV00107,D079,2026-01-20 06:06:57,-5.13036,119.42345,Makassar
EV01290,D079,2026-01-20 06:44:46,-5.1632,119.47571,Makassar
EV03064,D050,2026-01-20 07:09:58,-5.14852,119.44635,Makassar
EV00239,D058,2026-01-20 08:58:49,-5.1333,119.4791,Makassar
EV01389,D084,2026-01-20 09:06:15,-7.27764,112.71301,Surabaya
EV02817,D023,2026-01-20 09:09:22,-7.28275,112.7213,Surabaya
EV01168,D074,2026-01-20 09:30:51,-7.23859,112.73588,Surabaya
EV03303,D049,2026-01-20 09:45:55,3.5249,98.64966,Medan
EV01913,D038,2026-01-20 11:08:51,-6.80314,107.63012,Bandung
EV00563,D029,2026-01-20 11:28:12,-6.87404,107.56975,Bandung
EV02387,D009,2026-01-20 11:35:36,3.56352,98.64849,Medan
EV03976,D040,2026-01-20 12:04:50,-5.15524,119.41264,Makassar
EV02459,D067,2026-01-20 12:30:27,-5.16813,119.42244,Makassar
EV00453,D053,2026-01-20 12:43:09,3.56586,98.64467,Medan
EV03487,D073,2026-01-20 13:41:01,-6.22274,106.85415,Jakarta
EV00156,D005,2026-01-20 14:00:10,-6.88458,107.65368,Bandung
EV01840,D017,2026-01-20 14:17:00,-5.13316,119.47833,Makassar
EV00762,D014,2026-01-20 15:06:25,-7.24204,112.79864,Surabaya
EV00181,D063,2026-01-20 15:36:56,-6.81742,107.52606,Bandung
EV01971,D025,2026-01-20 16:14:32,3.59826,98.6837,Medan
EV03616,D021,2026-01-20 16:14:59,3.64081,98.67703,Medan
EV02241,D003,2026-01-20 18:04:51,-6.23255,106.74754,Jakarta
EV03201,D027,2026-01-20 20:25:46,-6.86668,107.6582,Bandung
EV00710,D072,2026-01-20 20:29:33,-5.14982,119.47055,Makassar
EV00010,D082,2026-01-20 20:49:20,-6.15699,106.72848,Jakarta
EV01702,D023,2026-01-20 21:01:06,-7.2588,112.7554,Surabaya
EV03955,D051,2026-01-20 21:10:51,-6.22349,106.89873,Jakarta
EV03240,D081,2026-01-20 21:21:15,-5.18588,119.40399,Makassar
EV01542,D045,2026-01-20 21:25:57,-7.27681,112.76119,Surabaya
EV02954,D028,2026-01-20 21:47:34,-5.1836,119.49695,Makassar
EV02086,D020,2026-01-20 23:27:33,-5.19569,119.44312,Makassar
EV02940,D036,2026-01-20 23:32:23,-6.17428,106.71755,Jakarta
EV01511,D041,2026-01-21 00:30:33,-7.25311,112.71335,Surabaya
EV01126,D079,2026-01-21 00:33:46,-5.11802,119.40819,Makassar
EV00535,D052,2026-01-21 00:49:30,-7.21692,112.73319,Surabaya
EV01942,D075,2026-01-21 01:22:14,-7.2486,112.71454,Surabaya
EV00642,D038,2026-01-21 01:35:54,-6.87858,107.51157,Bandung
EV03867,D084,2026-01-21 02:08:23,-7.27688,112.70329,Surabaya
EV02432,D039,2026-01-21 02:29:14,-5.15896,119.4366,Makassar
EV01338,D091,2026-01-21 02:29:39,-6.85086,107.58633,Bandung
EV00164,D058,2026-01-21 03:19:28,-5.12542,119.4528,Makassar
EV01739,D009,2026-01-21 03:54:16,3.67751,98.6391,Medan
EV01037,D009,2026-01-21 04:07:09,3.55471,98.69676,Medan
EV03966,D023,2026-01-21 04:09:56,-7.24057,112.73779,Surabaya
EV03029,D055,2026-01-21 04:41:22,-5.16183,119.44224,Makassar
EV03654,D013,2026-01-21 04:57:44,-6.28188,106.82966,Jakarta
EV02008,D043,2026-01-21 05:11:14,-6.18752,106.78842,Jakarta
EV00995,D005,2026-01-21 05:50:55,-6.82244,107.59905,Bandung
EV02257,D010,2026-01-21 06:31:06,-5.12259,119.47401,Makassar
EV01664,D042,2026-01-21 06:46:47,-6.84124,107.54136,Bandung
EV02119,D079,2026-01-21 08:26:34,-5.10696,119.48498,Makassar
EV03451,D026,2026-01-21 08:27:09,-6.83581,107.60756,Bandung
EV03902,D018,2026-01-21 08:58:37,-6.25891,106.76158,Jakarta
EV01820,D051,2026-01-21 09:05:39,-6.11759,106.77365,Jakarta
EV00380,D022,2026-01-21 09:56:52,3.57383,98.69131,Medan
EV03377,D016,2026-01-21 10:11:41,-7.29265,112.76862,Surabaya
EV02300,D022,2026-01-21 10:35:02,3.62229,98.65087,Medan
EV03052,D016,2026-01-21 10:59:26,-7.24427,112.75288,Surabaya
EV01361,D013,2026-01-21 11:15:31,-6.18673,106.81014,Jakarta
EV00595,D011,2026-01-21 11:49:57,-6.83025,107.64039,Bandung
EV03638,D026,2026-01-21 12:33:12,-6.81612,107.59638,Bandung
EV01778,D040,2026-01-21 12:49:55,-5.19898,119.4921,Makassar
EV03933,D085,2026-01-21 12:59:37,3.65845,98.6672,Medan
EV00899,D054,2026-01-21 13:09:55,-5.15653,119.4426,Makassar
EV02020,D063,2026-01-21 13:23:23,-6.85627,107.59511,Bandung
EV03844,D057,2026-01-21 14:42:39,-5.14986,119.48452,Makassar
EV00032,D065,2026-01-21 15:44:23,-7.24932,112.78964,Surabaya
EV00263,D020,2026-01-21 16:17:46,-5.12996,119.49851,Makassar
EV01325,D083,2026-01-21 17:54:53,3.54235,98.63536,Medan
EV03363,D079,2026-01-21 17:59:13,-5.17136,119.40693,Makassar
EV01221,D009,2026-01-21 18:00:07,3.59269,98.60065,Medan
EV00082,D041,2026-01-21 19:34:04,-7.29379,112.72961,Surabaya
EV03066,D081,2026-01-21 19:43:15,-5.11143,119.40704,Makassar
EV03162,D013,2026-01-21 20:17:15,-6.13161,106.7059,Jakarta
EV02768,D049,2026-01-21 20:25:06,3.61933,98.67904,Medan
EV00597,D019,2026-01-21 21:04:13,-7.20836,112.79782,Surabaya
EV03163,D018,2026-01-21 21:16:59,-6.26209,106.72577,Jakarta
EV00434,D007,2026-01-21 21:18:33,-5.18323,119.40879,Makassar
EV03093,D003,2026-01-21 21:38:03,-6.26772,106.81583,Jakarta
EV01400,D021,2026-01-21 22:06:23,3.50585,98.66159,Medan
EV03424,D031,2026-01-21 22:13:26,3.6611,98.6543,Medan
EV01220,D068,2026-01-21 22:20:30,-6.897,107.57142,Bandung
EV01732,D046,2026-01-21 22:42:49,-5.18169,119.40818,Makassar
EV01777,D080,2026-01-21 23:01:28,-7.23342,112.75044,Surabaya
EV01187,D071,2026-01-21 23:24:47,-6.87172,107.63746,Bandung
EV03745,D007,2026-01-21 23:38:33,-5.16345,119.47672,Makassar
EV00056,D028,2026-01-22 00:07:20,-5.13705,119.42811,Makassar
EV03588,D011,2026-01-22 00:33:19,-6.80301,107.6607,Bandung
EV03792,D058,2026-01-22 00:50:38,-5.15123,119.47176,Makassar
EV03018,D004,2026-01-22 01:47:25,-7.29167,112.7425,Surabaya
EV01539,D028,2026-01-22 02:37:26,-5.16727,119.44719,Makassar
EV01118,D085,2026-01-22 02:51:15,3.67175,98.6948,Medan
EV00522,D002,2026-01-22 03:55:12,-6.83503,107.66518,Bandung
EV00439,D040,2026-01-22 04:09:49,-5.15247,119.49834,Makassar
EV00484,D032,2026-01-22 05:06:16,-5.16193,119.4337,Makassar
EV02627,D008,2026-01-22 05:40:37,-6.26474,106.70152,Jakarta
EV01490,D006,2026-01-22 05:50:47,-7.26403,112.72188,Surabaya
EV03786,D078,2026-01-22 05:52:04,-6.26584,106.84208,Jakarta
EV00165,D015,2026-01-22 06:14:26,3.61935,98.67299,Medan
EV03210,D036,2026-01-22 06:45:26,-6.19828,106.70234,Jakarta
EV01689,D001,2026-01-22 07:17:42,-7.21437,112.71929,Surabaya
EV03009,D057,2026-01-22 07:32:00,-5.18423,119.4401,Makassar
EV03192,D064,2026-01-22 09:48:41,-5.14858,119.44528,Makassar
EV03456,D006,2026-01-22 10:02:21,-7.20317,112.75166,Surabaya
EV03593,D010,2026-01-22 10:51:57,-5.13557,119.49118,Makassar
EV02828,D071,2026-01-22 12:56:11,-6.8718,107.55327,Bandung
EV03929,D052,2026-01-22 13:01:52,-7.23546,112.78383,Surabaya
EV00423,D091,2026-01-22 13:24:32,-6.80776,107.63446,Bandung
EV03559,D056,2026-01-22 13:50:41,-7.23936,112.74845,Surabaya
EV02194,D029,2026-01-22 14:04:39,-6.86733,107.59062,Bandung
EV01161,D070,2026-01-22 14:16:13,-7.29087,112.75307,Surabaya
EV03370,D030,2026-01-22 14:53:24,3.64431,98.61508,Medan
EV03849,D083,2026-01-22 15:58:06,3.57872,98.6495,Medan
EV01690,D074,2026-01-22 15:58:16,-7.29479,112.73065,Surabaya
EV01885,D038,2026-01-22 16:39:10,-6.8401,107.51307,Bandung
EV00397,D037,2026-01-22 16:45:34,-5.18337,119.40844,Makassar
EV01270,D010,2026-01-22 17:38:35,-5.10506,119.4255,Makassar
EV03470,D088,2026-01-22 18:10:49,-5.14804,119.43663,Makassar
EV03409,D060,2026-01-22 19:15:58,-6.81341,107.63695,Bandung
EV01835,D077,2026-01-22 19:19:56,-6.26898,106.79508,Jakarta
EV03878,D017,2026-01-22 19:34:28,-5.18967,119.49933,Makassar
EV01093,D040,2026-01-22 20:42:17,-5.18139,119.41561,Makassar
EV02080,D038,2026-01-22 21:21:30,-6.85611,107.63157,Bandung
EV03448,D033,2026-01-22 21:41:11,-5.17473,119.47386,Makassar
EV00562,D014,2026-01-22 21:52:12,-7.22397,112.713,Surabaya
EV01910,D044,2026-01-22 22:07:27,-6.11601,106.7208,Jakarta
EV02455,D092,2026-01-22 22:11:35,-6.83217,107.65512,Bandung
EV00768,D063,2026-01-22 22:18:00,-6.81849,107.63178,Bandung
EV03580,D092,2026-01-22 23:29:22,-6.86746,107.62589,Bandung
EV00616,D015,2026-01-22 23:39:12,3.53249,98.688,Medan
EV02653,D056,2026-01-23 00:15:49,-7.2475,112.72229,Surabaya
EV01958,D050,2026-01-23 00:22:46,-5.13136,119.49734,Makassar
EV01209,D055,2026-01-23 00:39:22,-5.19023,119.43823,Makassar
EV03436,D050,2026-01-23 00:41:08,-5.13077,119.47809,Makassar
EV01964,D052,2026-01-23 00:51:34,-7.28837,112.71132,Surabaya
EV03045,D009,2026-01-23 01:05:07,3.60314,98.67678,Medan
EV01388,D095,2026-01-23 01:26:29,-7.20215,112.78192,Surabaya
EV02544,D012,2026-01-23 01:39:20,-6.28476,106.84181,Jakarta
EV00937,D088,2026-01-23 02:27:57,-5.14187,119.45098,Makassar
EV00783,D034,2026-01-23 02:35:27,3.68013,98.65307,Medan
EV00946,D028,2026-01-23 02:42:26,-5.16546,119.43853,Makassar
EV00974,D026,2026-01-23 03:19:30,-6.89064,107.54877,Bandung
EV02124,D061,2026-01-23 05:00:52,-6.80741,107.64791,Bandung
EV00150,D044,2026-01-23 05:54:51,-6.10547,106.80449,Jakarta
EV00881,D059,2026-01-23 06:13:02,-7.20216,112.71979,Surabaya
EV03408,D014,2026-01-23 06:14:39,-7.20807,112.78828,Surabaya
EV00758,D037,2026-01-23 06:41:31,-5.14656,119.48524,Makassar
EV01918,D073,2026-01-23 07:01:32,-6.10325,106.74712,Jakarta
EV01171,D055,2026-01-23 07:51:05,-5.12903,119.42848,Makassar
EV01094,D018,2026-01-23 08:31:46,-6.21913,106.73833,Jakarta
EV02532,D067,2026-01-23 09:25:53,-5.16228,119.43898,Makassar
EV01525,D052,2026-01-23 11:19:27,-7.2195,112.79306,Surabaya
EV03170,D091,2026-01-23 11:26:06,-6.87426,107.64527,Bandung
EV01262,D067,2026-01-23 11:56:29,-5.16946,119.41806,Makassar
EV02818,D051,2026-01-23 12:38:51,-6.11329,106.78386,Jakarta
EV00560,D010,2026-01-23 13:07:55,-5.18556,119.45162,Makassar
EV03342,D092,2026-01-23 14:27:43,-6.8935,107.5584,Bandung
EV03579,D086,2026-01-23 14:34:54,-5.18307,119.4202,Makassar
EV03694,D051,2026-01-23 15:49:17,-6.10905,106.78326,Jakarta
EV00602,D076,2026-01-23 15:55:08,3.58067,98.67487,Medan
EV02108,D003,2026-01-23 16:09:21,-6.23409,106.70314,Jakarta
EV03473,D012,2026-01-23 16:11:43,-6.11707,106.70592,Jakarta
EV00205,D058,2026-01-23 16:32:56,-5.12949,119.40236,Makassar
EV00153,D056,2026-01-23 16:59:39,-7.28287,112.7136,Surabaya
EV01600,D095,2026-01-23 17:26:48,-7.20587,112.79102,Surabaya
EV02898,D005,2026-01-23 17:34:42,-6.85701,107.57799,Bandung
EV00999,D010,2026-01-23 19:08:43,-5.10463,119.48154,Makassar
EV03204,D014,2026-01-23 19:20:50,-7.2119,112.70436,Surabaya
EV03369,D006,2026-01-23 21:51:22,-7.2406,112.77014,Surabaya
EV03922,D083,2026-01-23 23:03:47,3.60073,98.6231,Medan
EV01155,D026,2026-01-23 23:07:18,-6.88107,107.62159,Bandung
EV00965,D020,2026-01-23 23:10:43,-5.10473,119.48482,Makassar
EV03808,D012,2026-01-23 23:20:48,-6.15615,106.87456,Jakarta
EV00016,D085,2026-01-24 00:38:47,3.50506,98.62355,Medan
EV02557,D039,2026-01-24 02:24:15,-5.1721,119.45271,Makassar
EV03639,D063,2026-01-24 03:10:17,-6.82289,107.58973,Bandung
EV03153,D051,2026-01-24 03:15:32,-6.13808,106.81712,Jakarta
EV02849,D041,2026-01-24 03:56:25,-7.20741,112.70778,Surabaya
EV01316,D003,2026-01-24 04:00:04,-6.13373,106.89639,Jakarta
EV02364,D063,2026-01-24 04:20:52,-6.87963,107.50785,Bandung
EV00462,D079,2026-01-24 04:50:36,-5.14674,119.40894,Makassar
EV03660,D084,2026-01-24 06:03:19,-7.2253,112.76868,Surabaya
EV01789,D007,2026-01-24 06:49:31,-5.1755,119.42759,Makassar
EV01603,D054,2026-01-24 07:15:34,-5.18943,119.40001,Makassar
EV00973,D094,2026-01-24 07:27:21,-5.1105,119.48451,Makassar
EV02115,D050,2026-01-24 07:30:40,-5.17532,119.49993,Makassar
EV02232,D024,2026-01-24 08:19:11,3.54035,98.62991,Medan
EV00419,D059,2026-01-24 08:28:21,-7.23264,112.73888,Surabaya
EV03772,D039,2026-01-24 09:07:01,-5.12687,119.45229,Makassar
EV03526,D025,2026-01-24 09:29:38,3.57644,98.60664,Medan
EV02986,D017,2026-01-24 09:57:14,-5.19725,119.41915,Makassar
EV03482,D075,2026-01-24 11:03:27,-7.29665,112.72956,Surabaya
EV00827,D033,2026-01-24 12:19:14,-5.11996,119.47787,Makassar
EV02101,D020,2026-01-24 12:40:37,-5.15827,119.48426,Makassar
EV01241,D036,2026-01-24 12:55:46,-6.16252,106.74584,Jakarta
EV03188,D069,2026-01-24 13:08:53,-7.2572,112.76792,Surabaya
EV00915,D066,2026-01-24 14:42:37,-6.86646,107.67616,Bandung
EV03191,D025,2026-01-24 14:43:05,3.68844,98.68315,Medan
EV02787,D016,2026-01-24 15:11:49,-7.29941,112.71186,Surabaya
EV01127,D024,2026-01-24 15:19:51,3.56673,98.62235,Medan
EV01249,D052,2026-01-24 15:41:03,-7.23504,112.76728,Surabaya
EV00509,D055,2026-01-24 16:15:16,-5.13565,119.41718,Makassar
EV00681,D056,2026-01-24 16:21:29,-7.20959,112.74414,Surabaya
EV03405,D033,2026-01-24 16:41:26,-5.16361,119.42034,Makassar
EV01112,D069,2026-01-24 17:01:00,-7.26676,112.73178,Surabaya
EV01661,D041,2026-01-24 17:19:32,-7.27371,112.71532,Surabaya
EV01207,D052,2026-01-24 17:21:20,-7.27893,112.75427,Surabaya
EV02778,D069,2026-01-24 17:29:37,-7.25586,112.79125,Surabaya
EV00745,D014,2026-01-24 17:32:10,-7.25234,112.71878,Surabaya
EV03646,D015,2026-01-24 18:13:31,3.60964,98.65721,Medan
EV02313,D030,2026-01-24 18:19:53,3.69632,98.68074,Medan
EV00410,D038,2026-01-24 18:34:11,-6.86756,107.53565,Bandung
EV00383,D088,2026-01-24 18:34:51,-5.13113,119.48049,Makassar
EV01446,D080,2026-01-24 18:40:36,-7.26149,112.7287,Surabaya
EV02018,D075,2026-01-24 18:43:30,-7.25157,112.76693,Surabaya
EV02098,D051,2026-01-24 18:51:42,-6.27354,106.73358,Jakarta
EV03924,D078,2026-01-24 19:27:43,-6.17062,106.85479,Jakarta
EV03695,D077,2026-01-24 19:58:20,-6.12958,106.82329,Jakarta
EV00312,D017,2026-01-24 20:59:10,-5.18319,119.48573,Makassar
EV01911,D011,2026-01-24 21:14:30,-6.85737,107.63103,Bandung
EV00817,D028,2026-01-24 21:39:22,-5.13719,119.466,Makassar
EV02608,D017,2026-01-24 21:43:41,-5.10959,119.40015,Makassar
EV02975,D065,2026-01-24 22:22:58,-7.28648,112.7774,Surabaya
EV02758,D027,2026-01-24 22:26:31,-6.87772,107.61075,Bandung
EV03790,D028,2026-01-24 22:42:35,-5.13547,119.41815,Makassar
EV00627,D019,2026-01-24 23:07:46,-7.23481,112.75117,Surabaya
EV00505,D031,2026-01-24 23:14:33,3.50514,98.6761,Medan
EV00993,D072,2026-01-24 23:50:08,-5.17824,119.49762,Makassar
EV00481,D010,2026-01-25 00:16:21,-5.11849,119.44902,Makassar
EV03599,D053,2026-01-25 02:59:21,3.56769,98.644,Medan
EV01986,D012,2026-01-25 04:31:56,-6.11672,106.72796,Jakarta
EV02486,D032,2026-01-25 04:42:05,-5.19655,119.46946,Makassar
EV00971,D065,2026-01-25 04:42:48,-7.2367,112.74682,Surabaya
EV00859,D005,2026-01-25 05:11:07,-6.84899,107.57631,Bandung
EV02580,D047,2026-01-25 05:36:19,-6.83364,107.66608,Bandung
EV02662,D040,2026-01-25 06:00:22,-5.14783,119.4496,Makassar
EV01754,D075,2026-01-25 06:19:28,-7.27343,112.7866,Surabaya
EV01952,D071,2026-01-25 06:51:33,-6.82973,107.67418,Bandung
EV02250,D015,2026-01-25 07:12:57,3.54434,98.62894,Medan
EV00260,D038,2026-01-25 08:46:12,-6.88105,107.69723,Bandung
EV00388,D062,2026-01-25 08:51:00,3.64154,98.67272,Medan
EV00198,D079,2026-01-25 10:24:09,-5.1443,119.40156,Makassar
EV03366,D013,2026-01-25 10:57:14,-6.22265,106.83999,Jakarta
EV03317,D007,2026-01-25 11:11:50,-5.11702,119.44166,Makassar
EV02842,D033,2026-01-25 12:51:01,-5.15313,119.41307,Makassar
EV00479,D019,2026-01-25 12:59:03,-7.26562,112.79285,Surabaya
EV03838,D001,2026-01-25 13:36:45,-7.28729,112.73773,Surabaya
EV03480,D035,2026-01-25 14:23:05,3.62812,98.61315,Medan
EV01792,D074,2026-01-25 14:55:36,-7.27002,112.79584,Surabaya
EV01724,D019,2026-01-25 15:21:57,-7.24035,112.71265,Surabaya
EV03391,D077,2026-01-25 15:23:32,-6.17126,106.7268,Jakarta
EV02316,D045,2026-01-25 15:24:18,-7.21842,112.79924,Surabaya
EV01163,D028,2026-01-25 16:18:22,-5.18444,119.4823,Makassar
EV03661,D084,2026-01-25 16:23:44,-7.27298,112.78887,Surabaya
EV01031,D089,2026-01-25 17:23:58,-7.24694,112.73696,Surabaya
EV01268,D059,2026-01-25 17:33:56,-7.2934,112.70037,Surabaya
EV03174,D043,2026-01-25 17:38:31,-6.11616,106.83391,Jakarta
EV01764,D043,2026-01-25 18:27:30,-6.21377,106.73464,Jakarta
EV03751,D082,2026-01-25 18:47:19,-6.22534,106.70129,Jakarta
EV03701,D080,2026-01-25 19:34:45,-7.29706,112.71752,Surabaya
EV01791,D027,2026-01-25 19:52:39,-6.85855,107.68849,Bandung
EV01451,D054,2026-01-25 20:20:01,-5.192,119.40857,Makassar
EV00378,D018,2026-01-25 20:22:31,-6.2126,106.89546,Jakarta
EV02736,D055,2026-01-25 20:24:37,-5.16746,119.4209,Makassar
EV02365,D009,2026-01-25 20:31:55,3.51275,98.6071,Medan
EV03402,D008,2026-01-25 20:51:08,-6.24919,106.7755,Jakarta
EV02176,D037,2026-01-25 22:07:49,-5.15695,119.43853,Makassar
EV03963,D043,2026-01-25 22:14:11,-6.28331,106.74118,Jakarta
EV01229,D058,2026-01-25 22:53:04,-5.19825,119.45122,Makassar
EV00118,D004,2026-01-25 23:33:00,-7.23769,112.74698,Surabaya
EV00399,D028,2026-01-25 23:56:51,-5.17671,119.48668,Makassar
EV03434,D011,2026-01-26 00:51:35,-6.81743,107.67807,Bandung
EV00606,D028,2026-01-26 01:01:24,-5.16627,119.45591,Makassar
EV00373,D068,2026-01-26 01:27:19,-6.8489,107.5698,Bandung
EV02859,D005,2026-01-26 02:22:01,-6.84372,107.67304,Bandung
EV03522,D003,2026-01-26 02:33:33,-6.10187,106.84315,Jakarta
EV00102,D077,2026-01-26 02:39:53,-6.16955,106.75288,Jakarta
EV01121,D019,2026-01-26 04:44:16,-7.29203,112.71122,Surabaya
EV01337,D055,2026-01-26 05:16:35,-5.11721,119.40425,Makassar
EV01729,D093,2026-01-26 05:37:37,-7.2076,112.75804,Surabaya
EV00081,D022,2026-01-26 05:52:40,3.6944,98.65043,Medan
EV03046,D057,2026-01-26 06:14:06,-5.17124,119.44978,Makassar
EV01505,D008,2026-01-26 06:59:02,-6.21009,106.81255,Jakarta
EV03355,D031,2026-01-26 07:01:21,3.62643,98.67514,Medan
EV03299,D067,2026-01-26 07:14:06,-5.17205,119.45527,Makassar
EV03521,D015,2026-01-26 07:34:54,3.55898,98.69333,Medan
EV03873,D091,2026-01-26 07:51:12,-6.82676,107.54509,Bandung
EV01541,D061,2026-01-26 08:04:20,-6.84278,107.63777,Bandung
EV02686,D089,2026-01-26 08:14:40,-7.20029,112.77829,Surabaya
EV02389,D061,2026-01-26 08:53:36,-6.8802,107.57399,Bandung
EV02064,D012,2026-01-26 09:20:15,-6.26848,106.88975,Jakarta
EV00544,D011,2026-01-26 09:48:59,-6.87681,107.50203,Bandung
EV00147,D049,2026-01-26 11:54:58,3.68435,98.68782,Medan
EV00659,D094,2026-01-26 12:18:22,-5.15622,119.44361,Makassar
EV03785,D027,2026-01-26 12:22:52,-6.81578,107.60207,Bandung
EV01348,D009,2026-01-26 13:13:26,3.63867,98.67412,Medan
EV00644,D046,2026-01-26 13:45:14,-5.127,119.42994,Makassar
EV02937,D007,2026-01-26 13:47:38,-5.13214,119.41902,Makassar
EV03715,D035,2026-01-26 14:49:07,3.69512,98.62116,Medan
EV02888,D041,2026-01-26 15:15:38,-7.26037,112.7172,Surabaya
EV02481,D059,2026-01-26 15:18:45,-7.24861,112.7854,Surabaya
EV03094,D042,2026-01-26 15:53:15,-6.82202,107.61744,Bandung
EV00857,D095,2026-01-26 16:03:32,-7.29225,112.76346,Surabaya
EV01674,D034,2026-01-26 16:47:12,3.52779,98.66137,Medan
EV02692,D045,2026-01-26 17:50:09,-7.20868,112.71313,Surabaya
EV00537,D010,2026-01-26 18:10:35,-5.12625,119.48429,Makassar
EV01620,D043,2026-01-26 18:18:11,-6.29891,106.72733,Jakarta
EV03438,D089,2026-01-26 18:51:11,-7.26874,112.74114,Surabaya
EV03407,D020,2026-01-26 19:25:16,-5.1588,119.41705,Makassar
EV00777,D036,2026-01-26 20:03:27,-6.15775,106.89793,Jakarta
EV02938,D006,2026-01-26 20:30:17,-7.29331,112.70516,Surabaya
EV03501,D053,2026-01-26 21:18:11,3.51892,98.65611,Medan
EV00944,D069,2026-01-26 21:19:24,-7.21643,112.79362,Surabaya
EV03826,D094,2026-01-26 21:38:48,-5.1481,119.40132,Makassar
EV02786,D038,2026-01-26 22:05:21,-6.85749,107.61354,Bandung
EV02496,D082,2026-01-26 23:06:58,-6.11265,106.86277,Jakarta
EV02864,D060,2026-01-26 23:33:54,-6.88994,107.56759,Bandung
EV02554,D048,2026-01-26 23:36:33,-5.13055,119.47711,Makassar
EV02088,D004,2026-01-27 00:59:02,-7.24209,112.75407,Surabaya
EV00645,D077,2026-01-27 01:04:21,-6.13396,106.7552,Jakarta
EV00550,D046,2026-01-27 01:13:13,-5.16032,119.4084,Makassar
EV03246,D066,2026-01-27 01:43:19,-6.82172,107.68379,Bandung
EV00351,D066,2026-01-27 01:46:06,-6.88964,107.58007,Bandung
EV01851,D058,2026-01-27 02:14:26,-5.11566,119.40728,Makassar
EV03911,D006,2026-01-27 03:38:38,-7.23251,112.7424,Surabaya
EV03020,D019,2026-01-27 04:20:31,-7.22555,112.79766,Surabaya
EV02265,D020,2026-01-27 04:43:04,-5.18448,119.41478,Makassar
EV03524,D028,2026-01-27 04:49:24,-5.11737,119.45267,Makassar
EV00111,D023,2026-01-27 06:40:13,-7.2865,112.7616,Surabaya
EV00499,D040,2026-01-27 06:59:00,-5.18986,119.41557,Makassar
EV01331,D027,2026-01-27 07:11:22,-6.82332,107.53706,Bandung
EV02813,D065,2026-01-27 07:51:40,-7.20281,112.71312,Surabaya
EV00381,D059,2026-01-27 08:21:39,-7.23816,112.73371,Surabaya
EV01160,D043,2026-01-27 09:05:08,-6.11723,106.7394,Jakarta
EV02911,D005,2026-01-27 09:16:23,-6.80447,107.66367,Bandung
EV01039,D060,2026-01-27 09:43:10,-6.86322,107.55831,Bandung
EV03535,D093,2026-01-27 09:54:57,-7.21928,112.70627,Surabaya
EV01252,D050,2026-01-27 11:04:39,-5.14887,119.48858,Makassar
EV00470,D021,2026-01-27 11:40:17,3.60285,98.6467,Medan
EV03893,D083,2026-01-27 13:20:42,3.68761,98.62877,Medan
EV00469,D068,2026-01-27 13:29:07,-6.83412,107.64834,Bandung
EV02099,D070,2026-01-27 13:39:34,-7.27851,112.74427,Surabaya
EV02506,D028,2026-01-27 14:02:52,-5.16662,119.474,Makassar
EV00188,D024,2026-01-27 14:06:04,3.53241,98.64437,Medan
EV02916,D056,2026-01-27 14:21:07,-7.22052,112.73368,Surabaya
EV02764,D058,2026-01-27 14:26:43,-5.18653,119.4237,Makassar
EV00236,D065,2026-01-27 14:57:18,-7.23067,112.76553,Surabaya
EV03572,D069,2026-01-27 15:19:47,-7.26148,112.70701,Surabaya
EV00140,D001,2026-01-27 15:38:42,-7.24979,112.74529,Surabaya
EV00920,D050,2026-01-27 16:11:40,-5.16254,119.49358,Makassar
EV02720,D034,2026-01-27 16:37:21,3.50709,98.68224,Medan
EV03990,D039,2026-01-27 17:03:40,-5.18141,119.48565,Makassar
EV03598,D027,2026-01-27 17:39:59,-6.81298,107.5522,Bandung
EV00429,D067,2026-01-27 17:51:16,-5.16034,119.41155,Makassar
EV03676,D082,2026-01-27 18:50:30,-6.21018,106.82674,Jakarta
EV00203,D032,2026-01-27 19:15:17,-5.1567,119.47321,Makassar
EV01526,D032,2026-01-27 19:42:43,-5.10227,119.4598,Makassar
EV03445,D059,2026-01-27 20:02:33,-7.20206,112.79904,Surabaya
EV00781,D073,2026-01-27 20:35:41,-6.18064,106.76874,Jakarta
EV02660,D049,2026-01-27 21:03:48,3.66557,98.61425,Medan
EV02358,D094,2026-01-27 21:53:05,-5.10334,119.4767,Makassar
EV02741,D006,2026-01-27 22:08:03,-7.28533,112.73004,Surabaya
EV02478,D038,2026-01-27 22:14:08,-6.84898,107.59092,Bandung
EV01679,D005,2026-01-27 22:22:57,-6.85898,107.57711,Bandung
EV03265,D047,2026-01-27 23:39:37,-6.88035,107.69141,Bandung
EV02615,D002,2026-01-28 00:10:09,-6.86909,107.57872,Bandung
EV00490,D007,2026-01-28 01:25:13,-5.17419,119.46854,Makassar
