log_id,campaign_id,billboard_id,device_id,exposure_time
CL0279,CMP003,BB007,D048,2026-02-09 02:48:25
CL0127,CMP002,BB046,D044,2026-02-09 03:59:54
CL0620,CMP005,BB053,D070,2026-02-09 04:14:49
CL0121,CMP003,BB007,D055,2026-02-09 04:27:09
CL0140,CMP003,BB040,D071,2026-02-09 05:06:44
CL0897,CMP005,BB014,D078,2026-02-09 12:12:35
CL0678,CMP005,BB071,D050,2026-02-09 14:16:31
CL0007,CMP004,BB029,D063,2026-02-09 15:23:05
CL0348,CMP002,BB020,D017,2026-02-09 20:39:45
CL0939,CMP001,BB033,D088,2026-02-09 20:51:38
CL0735,CMP003,BB023,D083,2026-02-09 21:57:08
CL0495,CMP005,BB042,D013,2026-02-09 21:59:47
CL0944,CMP005,BB054,D075,2026-02-10 01:34:52
CL0818,CMP005,BB059,D080,2026-02-10 03:38:49
CL0206,CMP005,BB020,D039,2026-02-10 08:33:06
CL0740,CMP001,BB025,D085,2026-02-10 10:50:38
CL0692,CMP002,BB010,D034,2026-02-10 12:42:26
CL0399,CMP001,BB053,D074,2026-02-10 14:48:16
CL0771,CMP002,BB072,D027,2026-02-10 16:16:20
CL0720,CMP004,BB034,D085,2026-02-10 19:37:50
CL0088,CMP002,BB024,D027,2026-02-10 20:39:47
CL0054,CMP002,BB045,D071,2026-02-10 23:26:01
CL0634,CMP002,BB012,D060,2026-02-11 03:41:44
CL0528,CMP003,BB020,D057,2026-02-11 06:46:37
CL0606,CMP001,BB020,D094,2026-02-11 07:13:02
CL0372,CMP004,BB067,D056,2026-02-11 17:26:16
CL0945,CMP003,BB022,D051,2026-02-11 18:05:40
CL0930,CMP001,BB090,D054,2026-02-11 21:12:01
CL0763,CMP001,BB088,D038,2026-02-11 23:33:04
CL0273,CMP003,BB087,D002,2026-02-11 23:44:03
CL0841,CMP003,BB066,D052,2026-02-12 00:05:04
CL0516,CMP001,BB039,D063,2026-02-12 01:42:02
CL0713,CMP005,BB018,D059,2026-02-12 02:11:00
CL0151,CMP005,BB033,D050,2026-02-12 02:20:36
CL0753,CMP004,BB007,D010,2026-02-12 12:42:12
CL0827,CMP005,BB026,D094,2026-02-12 18:27:46
CL0619,CMP003,BB067,D070,2026-02-12 21:49:49
CL0412,CMP004,BB014,D051,2026-02-12 23:55:09
CL0568,CMP003,BB081,D013,2026-02-13 01:44:35
CL0796,CMP001,BB008,D049,2026-02-13 01:48:37
CL0708,CMP001,BB041,D066,2026-02-13 02:56:35
CL0233,CMP003,BB033,D040,2026-02-13 03:05:19
CL0225,CMP003,BB065,D009,2026-02-13 08:01:35
CL0739,CMP003,BB064,D053,2026-02-13 09:46:39
CL0403,CMP005,BB063,D027,2026-02-13 12:57:39
CL0972,CMP002,BB072,D005,2026-02-13 14:11:17
CL0979,CMP005,BB068,D062,2026-02-13 16:48:11
CL0112,CMP004,BB023,D053,2026-02-13 18:08:36
CL0766,CMP001,BB061,D018,2026-02-13 22:27:31
CL0470,CMP001,BB059,D074,2026-02-13 22:34:53
CL0689,CMP003,BB015,D029,2026-02-14 00:25:45
CL0863,CMP003,BB088,D061,2026-02-14 01:53:22
CL0881,CMP001,BB056,D072,2026-02-14 03:44:39
CL0536,CMP003,BB015,D042,2026-02-14 04:28:57
CL0038,CMP002,BB034,D085,2026-02-14 07:21:16
CL0047,CMP004,BB055,D073,2026-02-14 11:03:57
CL0069,CMP001,BB041,D002,2026-02-14 11:22:56
CL0457,CMP003,BB020,D028,2026-02-14 13:29:36
CL0095,CMP005,BB087,D066,2026-02-14 14:11:35
CL0591,CMP001,BB046,D018,2026-02-14 15:08:39
CL0298,CMP004,BB011,D063,2026-02-14 18:27:36
CL0728,CMP005,BB068,D030,2026-02-14 21:53:22
CL0434,CMP005,BB018,D074,2026-02-14 22:58:47
CL0306,CMP003,BB056,D039,2026-02-15 03:26:08
CL0255,CMP002,BB066,D052,2026-02-15 04:33:58
CL0133,CMP005,BB023,D034,2026-02-15 06:24:59
CL0234,CMP001,BB040,D060,2026-02-15 07:23:08
CL0379,CMP002,BB080,D087,2026-02-15 09:32:51
CL0988,CMP002,BB059,D093,2026-02-15 10:45:46
CL0336,CMP004,BB023,D024,2026-02-15 11:08:06
CL0864,CMP002,BB033,D048,2026-02-15 18:35:13
CL0517,CMP005,BB071,D040,2026-02-15 22:08:26
CL0308,CMP001,BB081,D018,2026-02-15 23:53:08
CL0826,CMP003,BB054,D023,2026-02-16 00:44:52
CL0670,CMP001,BB034,D030,2026-02-16 03:35:28
CL0747,CMP001,BB014,D082,2026-02-16 08:52:58
CL0661,CMP003,BB028,D076,2026-02-16 10:18:21
CL0990,CMP002,BB059,D089,2026-02-16 12:33:57
CL0677,CMP005,BB014,D044,2026-02-16 15:11:58
CL0971,CMP001,BB049,D056,2026-02-16 16:07:35
CL0603,CMP001,BB040,D092,2026-02-16 16:30:57
CL0642,CMP004,BB059,D014,2026-02-16 16:56:13
CL0820,CMP002,BB045,D047,2026-02-17 02:36:12
CL0856,CMP004,BB081,D077,2026-02-17 03:30:39
CL0149,CMP002,BB020,D037,2026-02-17 04:59:49
CL0168,CMP004,BB013,D047,2026-02-17 05:54:29
CL0191,CMP001,BB011,D002,2026-02-17 06:37:26
CL0223,CMP002,BB034,D062,2026-02-17 08:46:42
CL0029,CMP004,BB053,D001,2026-02-17 15:16:53
CL0345,CMP005,BB082,D060,2026-02-17 19:29:30
CL0989,CMP001,BB046,D044,2026-02-17 22:44:38
CL0892,CMP002,BB053,D004,2026-02-18 01:42:40
CL0198,CMP001,BB023,D035,2026-02-18 03:30:42
CL0977,CMP001,BB061,D012,2026-02-18 07:40:26
CL0955,CMP005,BB026,D086,2026-02-18 10:53:11
CL0453,CMP004,BB007,D067,2026-02-18 13:06:03
CL0468,CMP002,BB049,D080,2026-02-18 13:50:59
CL0719,CMP004,BB033,D039,2026-02-18 16:57:08
CL0432,CMP005,BB007,D037,2026-02-18 18:26:32
CL0667,CMP001,BB056,D040,2026-02-18 22:37:45
CL0368,CMP004,BB040,D063,2026-02-19 01:19:18
CL0340,CMP004,BB089,D080,2026-02-19 01:19:58
CL0229,CMP002,BB015,D066,2026-02-19 08:01:32
CL0669,CMP004,BB020,D033,2026-02-19 08:45:43
CL0041,CMP004,BB008,D015,2026-02-19 09:00:06
CL0622,CMP001,BB007,D010,2026-02-19 10:22:17
CL0264,CMP005,BB040,D029,2026-02-19 11:52:38
CL0935,CMP002,BB028,D030,2026-02-19 15:30:45
CL0057,CMP001,BB012,D005,2026-02-19 18:19:17
CL0188,CMP002,BB013,D029,2026-02-19 19:31:59
CL0396,CMP004,BB033,D028,2026-02-20 00:29:01
CL0408,CMP005,BB034,D009,2026-02-20 00:52:24
CL0362,CMP001,BB082,D026,2026-02-20 00:57:17
CL0442,CMP003,BB066,D016,2026-02-20 05:26:25
CL0986,CMP004,BB033,D054,2026-02-20 06:08:55
CL0533,CMP002,BB026,D032,2026-02-20 06:45:55
CL0341,CMP001,BB026,D058,2026-02-20 14:41:18
CL0794,CMP004,BB066,D001,2026-02-20 16:11:51
CL0656,CMP004,BB020,D028,2026-02-20 18:01:51
CL0710,CMP001,BB022,D044,2026-02-20 18:50:55
CL0844,CMP003,BB053,D070,2026-02-20 20:17:06
CL0472,CMP003,BB081,D013,2026-02-20 20:49:47
CL0346,CMP001,BB033,D088,2026-02-20 20:59:40
CL0665,CMP002,BB086,D095,2026-02-20 21:00:46
CL0837,CMP004,BB049,D059,2026-02-21 01:01:28
CL0065,CMP005,BB010,D031,2026-02-21 01:26:41
CL0103,CMP004,BB014,D051,2026-02-21 05:09:14
CL0031,CMP001,BB042,D018,2026-02-21 06:45:42
CL0349,CMP002,BB086,D080,2026-02-21 12:34:50
CL0534,CMP002,BB090,D094,2026-02-21 15:38:39
CL0954,CMP002,BB056,D057,2026-02-21 19:35:40
CL0525,CMP002,BB080,D018,2026-02-21 21:35:38
CL0612,CMP004,BB071,D094,2026-02-22 00:01:03
CL0089,CMP002,BB045,D092,2026-02-22 01:52:20
CL0280,CMP003,BB055,D043,2026-02-22 02:06:33
CL0164,CMP004,BB081,D077,2026-02-22 02:36:14
CL0697,CMP004,BB034,D024,2026-02-22 03:34:48
CL0737,CMP005,BB086,D084,2026-02-22 04:34:29
CL0344,CMP004,BB081,D051,2026-02-22 04:55:47
CL0154,CMP004,BB054,D016,2026-02-22 06:54:39
CL0376,CMP001,BB056,D057,2026-02-22 12:52:20
CL0750,CMP004,BB013,D091,2026-02-22 13:17:41
CL0783,CMP002,BB033,D020,2026-02-22 13:18:36
CL0421,CMP003,BB081,D043,2026-02-22 14:51:48
CL0746,CMP002,BB078,D061,2026-02-22 15:40:11
CL0141,CMP001,BB086,D095,2026-02-22 15:55:53
CL0722,CMP002,BB046,D013,2026-02-22 17:43:54
CL0633,CMP003,BB071,D033,2026-02-22 18:44:52
CL0163,CMP001,BB053,D070,2026-02-22 18:46:38
CL0092,CMP001,BB053,D045,2026-02-22 18:48:18
CL0570,CMP004,BB056,D057,2026-02-22 20:14:13
CL0587,CMP004,BB037,D077,2026-02-22 22:25:59
CL0608,CMP004,BB049,D004,2026-02-23 02:37:15
CL0214,CMP002,BB002,D036,2026-02-23 04:06:08
CL0035,CMP001,BB007,D032,2026-02-23 04:38:04
CL0526,CMP005,BB081,D073,2026-02-23 05:29:26
CL0160,CMP005,BB010,D015,2026-02-23 11:40:49
CL0903,CMP003,BB033,D079,2026-02-23 13:51:22
CL0327,CMP003,BB037,D012,2026-02-23 14:09:29
CL0281,CMP003,BB011,D061,2026-02-23 15:47:48
CL0201,CMP001,BB077,D085,2026-02-23 16:11:32
CL0767,CMP001,BB035,D087,2026-02-23 17:06:49
CL0932,CMP004,BB007,D048,2026-02-23 20:15:57
CL0621,CMP003,BB011,D063,2026-02-23 21:02:54
CL0913,CMP002,BB045,D042,2026-02-24 00:48:45
CL0122,CMP004,BB086,D089,2026-02-24 04:07:39
CL0136,CMP003,BB035,D012,2026-02-24 04:08:20
CL0360,CMP005,BB012,D091,2026-02-24 07:43:28
CL0521,CMP001,BB049,D004,2026-02-24 07:50:50
CL0872,CMP005,BB021,D030,2026-02-24 08:44:54
CL0275,CMP005,BB086,D056,2026-02-24 12:35:36
CL0922,CMP001,BB028,D085,2026-02-24 13:20:11
CL0181,CMP001,BB002,D018,2026-02-24 22:06:06
CL0179,CMP004,BB054,D089,2026-02-24 22:24:59
CL0039,CMP005,BB071,D072,2026-02-24 23:46:17
CL0274,CMP002,BB049,D095,2026-02-25 01:18:30
CL0681,CMP001,BB061,D008,2026-02-25 02:15:58
CL0034,CMP001,BB018,D004,2026-02-25 02:54:04
CL0433,CMP003,BB014,D043,2026-02-25 04:20:34
CL0152,CMP002,BB043,D035,2026-02-25 06:28:47
CL0322,CMP005,BB028,D083,2026-02-25 07:32:09
CL0569,CMP002,BB012,D027,2026-02-25 07:42:38
CL0824,CMP002,BB053,D069,2026-02-25 08:26:27
CL0834,CMP002,BB054,D019,2026-02-25 08:29:57
CL0800,CMP004,BB088,D090,2026-02-25 08:53:03
CL0871,CMP005,BB033,D033,2026-02-25 09:08:14
CL0506,CMP005,BB067,D070,2026-02-25 10:13:07
CL0880,CMP002,BB072,D038,2026-02-25 10:18:44
CL0940,CMP005,BB043,D015,2026-02-25 12:31:34
CL0147,CMP004,BB043,D053,2026-02-25 15:10:07
CL0684,CMP003,BB034,D049,2026-02-25 22:41:02
CL0809,CMP003,BB086,D045,2026-02-25 23:18:04
CL0102,CMP002,BB089,D016,2026-02-26 01:35:13
CL0647,CMP002,BB086,D016,2026-02-26 05:03:30
CL0329,CMP003,BB089,D093,2026-02-26 08:44:10
CL0873,CMP005,BB011,D002,2026-02-26 09:38:26
CL0617,CMP004,BB035,D077,2026-02-26 09:42:26
CL0025,CMP001,BB083,D077,2026-02-26 13:48:47
CL0222,CMP005,BB007,D050,2026-02-26 16:28:56
CL0992,CMP004,BB049,D056,2026-02-26 18:21:17
CL0975,CMP002,BB007,D017,2026-02-26 19:02:58
CL0177,CMP001,BB035,D078,2026-02-26 19:34:57
CL0249,CMP002,BB049,D080,2026-02-26 22:32:58
CL0730,CMP001,BB089,D069,2026-02-27 00:23:00
CL0761,CMP003,BB055,D012,2026-02-27 03:22:47
CL0409,CMP005,BB040,D063,2026-02-27 03:53:41
CL0456,CMP002,BB008,D021,2026-02-27 04:45:25
CL0962,CMP004,BB056,D039,2026-02-27 06:33:07
CL0063,CMP001,BB033,D048,2026-02-27 10:23:18
CL0466,CMP005,BB034,D034,2026-02-27 10:49:52
CL0126,CMP004,BB018,D014,2026-02-27 14:05:55
CL0288,CMP001,BB066,D023,2026-02-27 15:05:33
CL0312,CMP002,BB018,D052,2026-02-27 15:05:57
CL0478,CMP002,BB083,D051,2026-02-27 18:56:21
CL0733,CMP001,BB089,D056,2026-02-27 22:58:51
CL0134,CMP002,BB041,D027,2026-02-28 03:10:13
CL0508,CMP001,BB071,D079,2026-02-28 12:28:15
CL0581,CMP005,BB080,D018,2026-02-28 13:34:47
CL0499,CMP002,BB090,D033,2026-02-28 15:41:05
CL0745,CMP001,BB089,D041,2026-02-28 18:23:52
CL0949,CMP005,BB067,D016,2026-02-28 18:39:51
CL0655,CMP004,BB089,D089,2026-03-01 02:42:36
CL0090,CMP005,BB055,D043,2026-03-01 03:38:37
CL0787,CMP004,BB037,D082,2026-03-01 04:08:02
CL0529,CMP003,BB017,D066,2026-03-01 16:04:21
CL0213,CMP001,BB072,D002,2026-03-01 16:17:29
CL0551,CMP002,BB063,D060,2026-03-01 16:30:35
CL0550,CMP004,BB020,D039,2026-03-02 01:45:47
CL0459,CMP003,BB058,D031,2026-03-02 03:31:41
CL0572,CMP002,BB054,D006,2026-03-02 05:24:25
CL0424,CMP004,BB090,D086,2026-03-02 18:44:37
CL0662,CMP003,BB045,D027,2026-03-02 20:19:42
CL0840,CMP002,BB061,D073,2026-03-02 21:37:47
CL0373,CMP005,BB054,D070,2026-03-02 21:59:22
CL0539,CMP001,BB035,D087,2026-03-03 02:13:37
CL0284,CMP004,BB071,D007,2026-03-03 06:53:16
CL0649,CMP005,BB090,D028,2026-03-03 09:56:33
CL0705,CMP001,BB056,D033,2026-03-03 10:12:14
CL0527,CMP002,BB086,D069,2026-03-03 13:10:26
CL0243,CMP005,BB089,D001,2026-03-03 14:06:16
CL0588,CMP005,BB043,D062,2026-03-03 16:56:06
CL0598,CMP003,BB002,D044,2026-03-04 00:00:21
CL0226,CMP002,BB038,D015,2026-03-04 02:42:49
CL0291,CMP004,BB020,D020,2026-03-04 04:48:16
CL0218,CMP002,BB066,D006,2026-03-04 05:15:02
CL0384,CMP002,BB065,D034,2026-03-04 06:53:17
CL0556,CMP005,BB010,D009,2026-03-04 11:34:37
CL0514,CMP002,BB078,D029,2026-03-04 12:23:33
CL0610,CMP002,BB055,D036,2026-03-04 13:02:00
CL0996,CMP004,BB031,D085,2026-03-04 13:28:09
CL0365,CMP004,BB015,D092,2026-03-04 17:06:30
CL0764,CMP001,BB067,D075,2026-03-04 21:30:13
CL0334,CMP005,BB041,D066,2026-03-04 22:50:41
CL0159,CMP003,BB053,D004,2026-03-04 23:14:46
CL0718,CMP005,BB058,D083,2026-03-05 02:45:57
CL0752,CMP004,BB024,D060,2026-03-05 03:01:01
CL0616,CMP001,BB081,D087,2026-03-05 05:39:38
CL0266,CMP003,BB064,D025,2026-03-05 06:50:27
CL0891,CMP003,BB061,D008,2026-03-05 15:50:04
CL0706,CMP002,BB080,D003,2026-03-05 16:00:41
CL0773,CMP004,BB015,D063,2026-03-05 16:31:43
CL0831,CMP001,BB063,D071,2026-03-05 16:40:57
CL0394,CMP004,BB090,D032,2026-03-05 22:55:03
CL0643,CMP005,BB033,D039,2026-03-06 00:36:06
CL0257,CMP002,BB020,D054,2026-03-06 04:32:30
CL0648,CMP004,BB090,D007,2026-03-06 05:57:44
CL0611,CMP004,BB002,D043,2026-03-06 10:32:38
CL0081,CMP001,BB054,D065,2026-03-06 11:19:05
CL0966,CMP004,BB084,D011,2026-03-06 13:18:33
CL0105,CMP003,BB040,D091,2026-03-06 13:23:17
CL0984,CMP005,BB018,D093,2026-03-06 13:56:25
CL0124,CMP001,BB086,D052,2026-03-06 14:48:06
CL0906,CMP004,BB008,D034,2026-03-06 15:52:39
CL0688,CMP004,BB022,D043,2026-03-06 19:07:54
CL0754,CMP005,BB040,D060,2026-03-06 19:16:38
CL0768,CMP005,BB081,D018,2026-03-06 20:24:33
CL0270,CMP004,BB015,D090,2026-03-06 22:13:27
CL0205,CMP005,BB090,D037,2026-03-07 00:24:24
CL0878,CMP001,BB007,D039,2026-03-07 02:49:15
CL0395,CMP002,BB065,D076,2026-03-07 04:18:33
CL0350,CMP001,BB071,D094,2026-03-07 04:40:50
CL0393,CMP002,BB034,D022,2026-03-07 05:22:46
CL0217,CMP005,BB014,D018,2026-03-07 07:40:48
CL0175,CMP003,BB071,D094,2026-03-07 08:04:33
CL0582,CMP004,BB090,D086,2026-03-07 09:06:18
CL0496,CMP003,BB089,D059,2026-03-07 13:06:42
CL0885,CMP002,BB053,D070,2026-03-07 15:14:22
CL0941,CMP003,BB031,D015,2026-03-07 22:39:20
CL0933,CMP005,BB089,D001,2026-03-08 03:28:58
CL0401,CMP003,BB026,D064,2026-03-08 08:08:34
CL0419,CMP004,BB066,D045,2026-03-08 10:17:58
CL0559,CMP003,BB042,D051,2026-03-08 13:06:41
CL0749,CMP004,BB026,D050,2026-03-08 13:22:57
CL0640,CMP004,BB038,D062,2026-03-08 15:06:07
CL0936,CMP004,BB007,D028,2026-03-08 17:11:34
CL0131,CMP005,BB080,D082,2026-03-08 18:27:25
CL0976,CMP001,BB090,D010,2026-03-08 20:28:15
CL0682,CMP001,BB041,D061,2026-03-08 21:26:39
CL0005,CMP004,BB033,D050,2026-03-08 21:46:00
CL0803,CMP003,BB089,D059,2026-03-08 22:41:19
CL0957,CMP002,BB007,D079,2026-03-08 22:44:41
CL0138,CMP002,BB081,D012,2026-03-09 09:23:56
CL0109,CMP001,BB035,D018,2026-03-09 15:39:12
CL0469,CMP003,BB083,D073,2026-03-09 16:54:06
CL0672,CMP004,BB059,D016,2026-03-09 17:18:26
CL0311,CMP003,BB020,D054,2026-03-09 17:28:16
CL0775,CMP005,BB026,D020,2026-03-09 21:49:20
CL0043,CMP001,BB067,D093,2026-03-10 08:10:06
CL0511,CMP004,BB037,D003,2026-03-10 10:04:26
CL0137,CMP002,BB071,D028,2026-03-10 10:06:58
CL0987,CMP003,BB080,D078,2026-03-10 10:23:53
CL0540,CMP004,BB045,D066,2026-03-10 10:26:32
CL0723,CMP004,BB007,D020,2026-03-10 12:33:35
CL0155,CMP003,BB020,D037,2026-03-10 13:03:29
CL0050,CMP002,BB026,D010,2026-03-10 21:16:05
CL0890,CMP001,BB034,D062,2026-03-10 21:17:17
CL0294,CMP004,BB020,D081,2026-03-10 23:38:28
CL0965,CMP004,BB035,D003,2026-03-11 11:53:00
CL0716,CMP003,BB038,D025,2026-03-11 13:19:44
CL0883,CMP001,BB056,D046,2026-03-11 15:15:38
CL0247,CMP002,BB012,D029,2026-03-11 16:08:22
CL0318,CMP002,BB026,D050,2026-03-11 16:12:03
CL0991,CMP005,BB054,D006,2026-03-11 16:25:07
CL0397,CMP001,BB083,D008,2026-03-11 17:25:00
CL0660,CMP005,BB058,D035,2026-03-11 21:59:19
CL0952,CMP004,BB037,D043,2026-03-11 22:12:54
CL0832,CMP002,BB007,D067,2026-03-11 22:30:04
CL0896,CMP002,BB037,D073,2026-03-12 04:08:28
CL0045,CMP003,BB088,D042,2026-03-12 04:18:14
CL0076,CMP005,BB088,D063,2026-03-12 05:51:14
CL0452,CMP001,BB012,D068,2026-03-12 06:20:04
CL0715,CMP005,BB049,D045,2026-03-12 12:07:59
CL0242,CMP005,BB033,D032,2026-03-12 12:13:22
CL0769,CMP004,BB055,D043,2026-03-12 17:35:15
CL0613,CMP005,BB087,D071,2026-03-12 21:19:54
CL0711,CMP002,BB018,D070,2026-03-12 22:04:09
CL0781,CMP003,BB063,D060,2026-03-13 02:30:07
CL0192,CMP005,BB059,D074,2026-03-13 05:16:11
CL0156,CMP004,BB021,D025,2026-03-13 08:22:31
CL0522,CMP003,BB083,D013,2026-03-13 08:35:59
CL0676,CMP004,BB007,D028,2026-03-13 08:56:27
CL0934,CMP001,BB083,D044,2026-03-13 11:04:58
CL0454,CMP004,BB066,D016,2026-03-13 11:29:49
CL0449,CMP001,BB041,D063,2026-03-13 11:54:09
CL0356,CMP002,BB088,D038,2026-03-13 18:47:24
CL0059,CMP001,BB056,D064,2026-03-13 21:58:04
CL0267,CMP002,BB055,D018,2026-03-13 22:46:45
CL0629,CMP005,BB026,D088,2026-03-13 23:11:56
CL0963,CMP005,BB087,D047,2026-03-14 02:00:58
CL0321,CMP005,BB018,D004,2026-03-14 03:32:17
CL0072,CMP004,BB084,D005,2026-03-14 03:34:12
CL0110,CMP003,BB053,D089,2026-03-14 03:47:28
CL0232,CMP003,BB026,D048,2026-03-14 07:07:32
CL0028,CMP003,BB054,D006,2026-03-14 08:13:19
CL0061,CMP002,BB029,D092,2026-03-14 08:21:27
CL0494,CMP001,BB077,D034,2026-03-14 08:45:13
CL0852,CMP005,BB053,D059,2026-03-14 08:53:03
CL0700,CMP004,BB063,D061,2026-03-14 11:06:52
CL0180,CMP005,BB026,D057,2026-03-14 12:11:43
CL0314,CMP005,BB007,D032,2026-03-14 12:23:59
CL0788,CMP002,BB045,D002,2026-03-14 13:09:58
CL0842,CMP001,BB066,D001,2026-03-14 13:57:53
CL0902,CMP004,BB081,D003,2026-03-14 14:29:50
CL0703,CMP005,BB020,D032,2026-03-14 14:52:38
CL0485,CMP001,BB007,D086,2026-03-14 17:10:06
CL0507,CMP002,BB059,D089,2026-03-14 17:10:19
CL0654,CMP005,BB035,D003,2026-03-14 18:44:57
CL0510,CMP001,BB035,D036,2026-03-15 00:47:53
CL0111,CMP004,BB071,D028,2026-03-15 03:55:33
CL0493,CMP001,BB007,D040,2026-03-15 10:33:06
CL0073,CMP004,BB035,D008,2026-03-15 11:12:50
CL0093,CMP004,BB055,D013,2026-03-15 12:42:23
CL0185,CMP002,BB014,D012,2026-03-15 13:47:02
CL0823,CMP002,BB066,D056,2026-03-15 13:54:01
CL0594,CMP004,BB018,D074,2026-03-15 16:35:53
CL0120,CMP002,BB034,D031,2026-03-15 18:41:35
CL0833,CMP001,BB031,D009,2026-03-16 00:14:41
CL0361,CMP004,BB020,D046,2026-03-16 04:06:33
CL0208,CMP004,BB067,D084,2026-03-16 04:08:23
CL0639,CMP003,BB058,D034,2026-03-16 04:21:12
CL0448,CMP003,BB013,D090,2026-03-16 05:26:25
CL0993,CMP001,BB023,D024,2026-03-16 10:30:53
CL0272,CMP002,BB056,D037,2026-03-16 12:09:24
CL0924,CMP004,BB054,D004,2026-03-16 19:47:38
CL0595,CMP004,BB026,D020,2026-03-16 23:40:33
CL0064,CMP002,BB043,D015,2026-03-16 23:45:27
CL0828,CMP002,BB034,D049,2026-03-17 00:40:35
CL0583,CMP001,BB089,D069,2026-03-17 02:06:31
CL0187,CMP001,BB043,D025,2026-03-17 04:13:35
CL0370,CMP004,BB023,D022,2026-03-17 07:18:17
CL0462,CMP003,BB031,D031,2026-03-17 08:10:58
CL0782,CMP003,BB056,D046,2026-03-17 08:23:26
CL0882,CMP002,BB033,D046,2026-03-17 10:41:35
CL0858,CMP005,BB046,D013,2026-03-17 10:55:18
CL0011,CMP004,BB020,D072,2026-03-17 12:18:35
CL0085,CMP001,BB024,D071,2026-03-17 15:06:35
CL0566,CMP003,BB028,D083,2026-03-17 15:35:10
CL0845,CMP001,BB043,D025,2026-03-17 16:00:36
CL0848,CMP002,BB011,D092,2026-03-17 20:47:30
CL0675,CMP005,BB089,D004,2026-03-17 22:36:45
CL0695,CMP003,BB038,D085,2026-03-17 22:40:41
CL0256,CMP002,BB025,D085,2026-03-18 04:14:35
CL0784,CMP001,BB089,D065,2026-03-18 04:45:45
CL0925,CMP001,BB018,D089,2026-03-18 05:48:15
CL1000,CMP003,BB046,D008,2026-03-18 10:57:19
CL0636,CMP005,BB035,D036,2026-03-18 11:58:31
CL0461,CMP001,BB090,D072,2026-03-18 12:36:33
CL0887,CMP005,BB090,D028,2026-03-18 23:08:01
CL0161,CMP004,BB065,D085,2026-03-18 23:46:27
CL0531,CMP002,BB017,D066,2026-03-19 00:45:10
CL0358,CMP004,BB023,D053,2026-03-19 01:16:51
CL0016,CMP004,BB059,D045,2026-03-19 11:05:24
CL0150,CMP001,BB086,D004,2026-03-19 11:53:00
CL0002,CMP004,BB024,D042,2026-03-19 16:14:20
CL0479,CMP003,BB020,D064,2026-03-19 17:05:29
CL0440,CMP005,BB020,D028,2026-03-19 17:22:51
CL0158,CMP003,BB066,D004,2026-03-19 19:04:29
CL0254,CMP005,BB066,D070,2026-03-19 22:53:29
CL0861,CMP002,BB008,D024,2026-03-20 05:46:40
CL0512,CMP003,BB059,D001,2026-03-20 06:15:44
CL0186,CMP004,BB089,D041,2026-03-20 07:10:24
CL0874,CMP002,BB017,D038,2026-03-20 07:39:31
CL0956,CMP002,BB011,D063,2026-03-20 07:46:42
CL0125,CMP001,BB049,D065,2026-03-20 14:29:56
CL0087,CMP003,BB090,D094,2026-03-20 15:01:20
CL0173,CMP004,BB086,D004,2026-03-20 19:41:51
CL0202,CMP004,BB056,D017,2026-03-20 22:03:44
CL0116,CMP004,BB020,D086,2026-03-20 22:11:52
CL0077,CMP005,BB053,D056,2026-03-20 23:16:07
CL0870,CMP001,BB020,D058,2026-03-20 23:51:08
CL0736,CMP005,BB084,D026,2026-03-21 01:44:44
CL0807,CMP001,BB065,D021,2026-03-21 08:42:03
CL0614,CMP005,BB054,D065,2026-03-21 10:12:36
CL0785,CMP002,BB025,D025,2026-03-21 10:15:59
CL0615,CMP002,BB029,D005,2026-03-21 10:24:57
CL0183,CMP005,BB071,D057,2026-03-21 11:34:33
CL0779,CMP001,BB071,D039,2026-03-21 14:06:23
CL0381,CMP001,BB013,D063,2026-03-21 15:36:32
CL0023,CMP003,BB034,D062,2026-03-21 18:38:54
CL0917,CMP004,BB064,D031,2026-03-21 19:46:26
CL0589,CMP005,BB066,D014,2026-03-21 21:17:04
CL0046,CMP001,BB059,D056,2026-03-21 22:18:02
CL0437,CMP001,BB028,D025,2026-03-21 22:29:54
CL0780,CMP004,BB013,D027,2026-03-22 00:46:05
CL0673,CMP001,BB022,D082,2026-03-22 07:03:05
CL0964,CMP003,BB011,D005,2026-03-22 08:17:27
CL0474,CMP002,BB081,D018,2026-03-22 08:47:13
CL0970,CMP005,BB077,D031,2026-03-22 11:48:45
CL0209,CMP003,BB071,D081,2026-03-22 14:29:02
CL0390,CMP004,BB090,D067,2026-03-22 16:14:33
CL0657,CMP001,BB063,D047,2026-03-22 17:35:05
CL0245,CMP003,BB071,D010,2026-03-22 22:31:29
CL0227,CMP001,BB026,D028,2026-03-22 23:38:40
CL0727,CMP004,BB080,D082,2026-03-23 01:31:24
CL0166,CMP002,BB065,D035,2026-03-23 03:18:08
CL0098,CMP001,BB081,D082,2026-03-23 03:36:14
CL0278,CMP003,BB026,D058,2026-03-23 06:42:19
CL0465,CMP001,BB028,D024,2026-03-23 09:00:21
CL0398,CMP003,BB067,D074,2026-03-23 18:42:13
CL0565,CMP005,BB086,D056,2026-03-23 23:04:00
CL0586,CMP003,BB045,D027,2026-03-24 00:37:56
CL0320,CMP005,BB089,D052,2026-03-24 02:31:37
CL0982,CMP001,BB081,D082,2026-03-24 12:09:36
CL0197,CMP002,BB031,D022,2026-03-24 15:38:53
CL0668,CMP005,BB023,D022,2026-03-24 16:05:13
